mu1,mu2,mu3,sigma1,sigma2,sigma3,w1,w2,w3
3.89267,7.09659,10.6483,1.04398,1.3183,1.30379,0.660139,0.227192,0.112707
3.91551,6.15414,10.7637,0.707677,1.06763,2.18214,0.541135,0.300936,0.157958
3.24824,5.22924,9.8237,0.869269,0.77536,2.20086,0.454074,0.30444,0.241518
3.90741,7.40323,11.7308,1.03062,1.03151,1.96391,0.674635,0.249934,0.0754581
4.12164,8.12638,12.5419,0.977281,1.15567,1.05952,0.658302,0.284216,0.0575303
4.16296,7.71628,14.2088,1.09276,1.48336,2.93521,0.696034,0.253265,0.0507802
3.99318,7.12848,9.27023,0.902414,1.35184,3.589,0.574298,0.283113,0.142607
4.05583,7.01691,10.8686,0.852534,0.912204,1.7409,0.611855,0.271091,0.117056
4.2045,7.03325,11.6772,1.07398,1.95316,1.74418,0.65655,0.232774,0.110842
3.88627,6.33045,12.9643,0.666993,1.24331,1.3686,0.524645,0.405723,0.0697061
3.98237,8.11455,13.7476,1.02405,1.49054,1.41121,0.676487,0.276246,0.0473708
4.2201,7.80737,11.1542,0.918278,1.05663,1.28825,0.679653,0.229874,0.0904307
4.18508,8.14638,14.1323,0.993245,1.24833,2.74248,0.668402,0.255472,0.0761323
4.17585,6.99376,9.25984,1.00211,1.54422,2.61539,0.601893,0.265882,0.132268
3.58998,6.26058,10.8348,0.866988,1.28821,2.22829,0.557179,0.331403,0.11152
3.98852,7.32355,10.3304,0.839995,1.50605,2.33674,0.637241,0.254458,0.10838
4.1091,7.92135,12.4436,1.01974,1.47909,2.73668,0.686745,0.265613,0.0477321
3.62335,7.03688,11.5797,0.919727,1.51795,2.02828,0.675185,0.221527,0.103326
3.52216,5.43693,9.59621,0.707842,0.732033,1.6251,0.482632,0.339339,0.178056
3.22452,4.91255,9.33277,0.501552,0.580261,2.08656,0.34446,0.385731,0.269864
3.70078,6.80738,10.8936,0.919401,1.56058,2.39874,0.562774,0.301923,0.135407
3.90561,6.73221,12.1409,0.887597,1.04637,1.54302,0.603167,0.297495,0.0993806
3.87045,6.90872,9.87367,0.917876,1.70203,2.15093,0.634987,0.205715,0.159258
4.23007,7.3772,10.8569,1.00789,1.25357,2.57706,0.677123,0.255625,0.0671807
3.90193,6.85937,10.1281,0.8572,1.54892,3.08888,0.557063,0.33196,0.110998
3.95618,7.12389,11.6876,1.09194,1.10201,1.58742,0.646386,0.260504,0.0932394
4.02228,6.11225,10.4987,0.875565,1.3495,1.19559,0.534426,0.339773,0.125821
3.93371,6.08447,9.97159,0.93204,1.58812,2.60463,0.54085,0.294254,0.164812
3.85173,7.13611,12.3552,0.764194,1.35824,0.320521,0.620697,0.32752,0.0517705
3.96873,6.92863,10.6754,0.89987,1.37988,2.02374,0.680193,0.258839,0.060971
3.9472,7.38965,12.8299,0.926363,1.55828,2.42559,0.692576,0.248125,0.0594646
3.55459,6.2298,9.7644,0.88049,1.77938,2.4816,0.548899,0.277497,0.173585
4.05317,7.05841,10.4634,1.01825,1.82425,2.49757,0.626724,0.225454,0.147911
4.03968,8.48132,15.563,0.977237,1.29788,0.0669999,0.739688,0.240318,0.0199665
4.0856,6.92881,10.2402,0.869153,1.43373,2.20194,0.59572,0.268028,0.136276
3.93367,5.6145,8.97835,0.993266,1.71271,2.67605,0.452396,0.37491,0.172775
3.95049,7.30377,11.5115,0.974717,1.87543,2.86118,0.614102,0.280198,0.105775
4.08389,6.88256,9.97263,0.971713,1.45197,1.87096,0.643857,0.257245,0.098902
3.80979,6.51423,10.8739,0.899231,1.30303,1.8369,0.608209,0.285935,0.105978
3.68152,6.61138,10.0941,1.03981,1.64442,2.39021,0.568662,0.307707,0.123606
3.9796,7.31345,11.3575,0.973396,1.59831,2.17992,0.693754,0.176285,0.130029
4.39739,7.72587,11.041,0.988844,0.617969,2.30643,0.690483,0.19722,0.112404
4.10544,7.08787,11.1377,0.728293,1.4897,2.60652,0.634896,0.261733,0.103457
3.64858,5.46663,9.0463,0.812948,0.959348,2.1282,0.497044,0.295401,0.207577
3.84361,7.21856,16.3785,0.850863,1.58462,0.0695,0.604598,0.375646,0.0198472
3.81211,5.74676,9.12642,0.701718,0.840584,1.33564,0.53575,0.306161,0.15817
4.13416,8.38697,14.1994,1.014,1.20131,2.11142,0.699611,0.258783,0.0416661
4.09492,8.52554,12.2874,1.08963,1.17524,2.61035,0.727557,0.214724,0.0577471
3.9403,5.78591,9.58783,0.996993,1.80104,1.90751,0.535438,0.266395,0.198329
4.0926,7.95628,11.7148,1.04625,1.17212,1.35542,0.661496,0.255114,0.0832883
4.33754,7.89223,11.739,0.990963,0.554674,1.7475,0.737373,0.147491,0.115144
4.07643,7.13291,10.2595,1.05258,1.50104,1.71056,0.59658,0.254607,0.148899
3.89515,6.11679,9.6996,0.841632,1.53656,2.04504,0.562176,0.275952,0.161944
4.10657,7.31367,12.9112,0.902836,1.40555,1.27836,0.629181,0.298081,0.0727995
4.30874,8.29401,11.7001,1.21155,1.22988,1.70723,0.743408,0.171754,0.0849106
3.67798,7.06416,11.289,0.965601,1.69753,2.17405,0.642127,0.270454,0.0875303
3.46453,5.40652,9.78439,0.917365,0.994044,2.03414,0.394315,0.429639,0.176115
4.00793,8.06665,14.9586,1.02985,1.58098,1.33765,0.651312,0.300401,0.0483073
3.83821,7.48727,10.6751,0.81029,1.26828,1.50312,0.65711,0.211121,0.131837
3.4809,5.08699,9.29844,1.05086,1.08782,1.94632,0.418223,0.37046,0.211452
3.71358,6.25678,10.6041,0.726486,1.26854,1.9194,0.593275,0.266847,0.139914
4.11435,7.63711,13.2321,0.852249,1.18072,0.755095,0.666986,0.283321,0.0498028
3.77036,5.74723,8.81307,0.784632,1.78347,1.72154,0.587888,0.254197,0.158014
4.20052,7.49896,12.8445,0.846458,1.59782,2.16245,0.684225,0.232582,0.0832449
3.87288,6.17902,10.4,1.0393,1.47525,1.79724,0.540648,0.337335,0.12209
3.91322,7.38447,13.0525,0.802762,1.5086,1.66042,0.670761,0.263865,0.0653444
3.8776,7.80543,11.856,1.05612,1.13118,2.46537,0.668128,0.235203,0.0967557
4.10325,6.80464,12.2219,0.927689,1.20233,2.52705,0.680362,0.24595,0.0737461
4.02107,5.88441,9.13968,0.792652,1.71828,1.8188,0.554526,0.228264,0.217271
3.84155,8.02532,15.0126,0.912073,1.4744,0.400481,0.645702,0.332751,0.0215238
3.73752,5.70501,9.4332,0.936742,1.16738,1.951,0.385487,0.436627,0.177979
4.04827,6.12506,11.0983,1.02285,2.00603,2.09185,0.658281,0.208191,0.133437
3.8133,8.32902,13.1046,0.895886,1.12387,2.9415,0.61634,0.344312,0.039368
3.65846,5.27844,9.10835,0.764222,0.742418,1.48559,0.479432,0.272153,0.248505
3.64492,5.86098,10.7299,1.12013,0.936535,1.79482,0.537748,0.285146,0.17714
4.08569,8.29379,13.0823,1.2736,1.1378,0.752615,0.689539,0.260633,0.0498994
3.90729,7.31835,10.9834,0.957079,1.23787,1.17148,0.671963,0.200315,0.12773
3.88757,7.16741,11.9024,0.916539,1.39921,1.43453,0.644625,0.258547,0.0968459
4.00049,6.27542,10.9783,1.1222,1.43199,1.86351,0.576242,0.318018,0.105815
4.25842,7.86508,10.8558,1.11423,1.38846,2.08044,0.669372,0.266799,0.0638667
3.90123,7.40334,12.5092,0.957167,1.36848,1.19558,0.645013,0.278677,0.076368
3.93443,5.98282,9.65209,1.04466,1.5247,1.99601,0.534374,0.305695,0.159934
4.10056,8.06718,nan,0.956126,1.09041,nan,0.73,0.26,nan
3.83171,6.06358,11.3731,0.995298,1.57817,1.9489,0.572638,0.348254,0.0792372
4.24142,7.58203,10.6046,0.911269,0.995454,1.63732,0.655004,0.239518,0.105468
3.8705,7.50429,11.3901,1.03953,0.923968,1.09473,0.678655,0.23463,0.0867458
3.98761,7.13035,13.02,0.937498,1.0972,1.00018,0.62318,0.306791,0.0700375
4.09118,6.96641,12.9686,0.977267,1.49892,2.14286,0.602858,0.336572,0.060634
3.44448,4.85945,9.07999,0.880966,0.835975,1.93427,0.437728,0.333495,0.228827
3.92553,6.3817,11.2361,1.07289,1.88024,2.40067,0.624305,0.283472,0.0923242
3.89497,7.66762,11.8262,0.960009,1.72842,2.36105,0.684381,0.236184,0.0794011
4.31169,8.49463,14.3814,1.18164,1.50028,0.764666,0.72171,0.245217,0.0331202
3.77702,6.59777,11.1571,0.942845,1.16275,2.08584,0.622522,0.249799,0.127566
3.27514,5.03046,9.25552,0.656008,0.727952,2.08903,0.37887,0.358396,0.262798
3.96885,6.23399,11.4897,1.01108,1.19588,2.48192,0.581231,0.299214,0.119654
3.87699,6.84475,10.5487,1.09706,1.59637,2.0585,0.578522,0.3163,0.10516
3.82991,5.28339,8.85072,0.802522,1.02078,1.42496,0.511411,0.238102,0.250438
4.18672,8.67386,14.9173,1.13429,1.43474,0.496932,0.725635,0.244417,0.0300751
3.74993,7.0907,9.98227,0.997211,1.2987,2.09561,0.618631,0.247954,0.133502
3.94633,6.35342,12.0296,1.043,1.71703,1.67519,0.645503,0.246232,0.108303
3.07579,4.98362,8.77463,0.704575,0.69071,1.70807,0.334366,0.42414,0.241535
3.71322,5.784,9.73493,0.835194,1.1948,1.78887,0.496637,0.294623,0.208802
3.82261,6.59302,10.2549,0.888596,0.749786,1.60446,0.632839,0.241853,0.125382
4.10386,7.76529,11.7224,1.0975,0.849604,1.79771,0.720217,0.192713,0.0871842
4.2237,5.72382,9.87911,1.00967,1.33174,1.90315,0.522161,0.340756,0.137156
4.00809,6.75703,13.0281,0.93225,1.4142,2.16708,0.615781,0.297385,0.0868654
4.09046,5.96286,10.0336,1.01448,1.73078,2.19579,0.512944,0.342329,0.144797
3.91891,7.77485,11.0265,0.855201,1.34656,2.03873,0.686287,0.222728,0.0910404
3.69783,5.8108,10.0323,0.831553,0.994049,2.02601,0.507953,0.258099,0.23397
3.39496,6.00759,11.0116,0.799602,1.11338,2.09887,0.454209,0.409376,0.136389
4.08824,5.6729,9.84037,0.918973,1.68967,2.49898,0.443133,0.392023,0.164952
3.42238,4.81951,8.51979,0.484138,0.629701,1.47437,0.389832,0.341753,0.268459
3.88029,5.02941,8.93474,0.910276,0.756749,1.76312,0.385199,0.412786,0.202075
3.68981,7.01723,12.3543,0.887143,1.35799,2.75046,0.579662,0.357385,0.0629987
3.87876,5.86755,9.51298,0.779704,0.996994,1.56882,0.55309,0.272613,0.174383
4.20368,7.96309,10.8704,1.05728,1.03049,2.08739,0.689823,0.222882,0.0873258
4.248,7.58415,13.967,1.00493,1.42346,1.96837,0.672452,0.295834,0.0318064
4.12689,6.28488,9.64748,0.814502,1.7909,2.61866,0.594027,0.264,0.142026
3.97112,7.2754,13.8459,1.03337,1.79543,3.68785,0.636481,0.315502,0.0480859
4.17422,8.18849,12.0753,0.951366,1.79952,3.35531,0.711733,0.209567,0.0787351
3.79163,6.75526,10.4323,1.05116,1.69729,2.03749,0.575968,0.287367,0.136647
4.14633,7.9041,13.4135,0.872289,1.22825,1.60037,0.658254,0.280726,0.0611481
3.99411,8.58138,13.738,1.17106,1.24997,1.55055,0.727598,0.23984,0.0325888
4.20694,7.00053,13.6214,1.12204,1.8239,2.11371,0.625831,0.297125,0.0770397
3.91744,7.72746,10.5469,0.93469,0.903179,1.21904,0.654554,0.258016,0.08744
3.92241,6.66286,10.2725,1.08123,1.75947,2.57948,0.549323,0.336772,0.113914
3.97974,6.84665,10.6804,0.920972,1.35538,1.82984,0.636111,0.252993,0.11096
3.73429,5.18941,9.4238,1.17244,1.08609,1.55536,0.439456,0.379479,0.18114
4.19469,7.39744,9.62642,0.949637,1.42113,2.20151,0.641858,0.245332,0.112907
3.87946,5.9709,9.35695,0.990977,1.43763,2.25554,0.542599,0.293504,0.163896
3.37315,4.7583,8.64104,0.998069,0.966494,1.46142,0.274277,0.45187,0.273934
3.43131,4.63948,8.30639,0.93484,0.736194,1.33149,0.387001,0.347019,0.265949
3.79158,5.64206,10.3947,0.891695,1.29974,2.05175,0.510617,0.308037,0.181383
4.02044,6.12179,10.2172,1.03238,1.59362,2.49782,0.517414,0.312882,0.169796
3.87421,5.67297,9.54447,0.773326,0.889081,2.0132,0.525097,0.300146,0.174745
3.98119,7.48016,12.5805,0.856244,1.50375,1.27879,0.708754,0.234229,0.0570341
4.08681,6.13469,10.4147,1.07099,1.95395,2.39734,0.575669,0.270194,0.154131
4.27569,6.02424,10.0721,0.922471,2.124,2.18704,0.604248,0.210293,0.185479
3.94511,6.97945,9.26807,0.821328,1.30806,2.27712,0.625403,0.238579,0.13603
3.56626,5.09979,9.23831,0.993864,1.26181,1.81053,0.419852,0.352041,0.228161
4.06869,7.86213,11.0549,1.01824,1.23177,2.31666,0.683606,0.221288,0.0952881
4.1202,7.52446,12.9142,1.17728,1.59236,2.04635,0.712734,0.197479,0.0898278
4.22194,8.54951,13.0794,1.03253,1.38041,1.72218,0.72095,0.228467,0.0506967
3.35044,4.75274,9.40215,0.926441,0.868426,2.00207,0.437795,0.363694,0.198577
4.15253,7.02789,10.6231,1.04362,1.64543,2.33843,0.591176,0.325658,0.0831454
4.18201,8.46591,14.502,0.957685,1.15105,0.117,0.738482,0.241621,0.019965
3.4156,4.89191,8.34203,0.523585,0.654648,1.73909,0.375689,0.402203,0.222209
3.90802,8.0074,13.113,0.876135,1.55547,3.73115,0.697142,0.277844,0.0251808
3.63667,5.51454,8.33277,0.706364,1.00312,1.53731,0.482142,0.308706,0.209183
4.24583,8.19489,13.3834,1.07578,1.27891,1.52819,0.711933,0.248379,0.0397886
4.23354,7.91976,12.3571,0.947698,1.08168,1.84161,0.712674,0.226704,0.0607006
4.05782,5.66594,10.9427,1.04485,1.75441,2.36085,0.514336,0.372935,0.112759
4.05815,7.5332,10.2165,0.811961,0.909496,1.11317,0.673324,0.167443,0.159319
3.89573,7.86829,10.7098,0.987177,0.832476,1.5402,0.682219,0.230905,0.0868104
4.26076,8.39666,14.5823,1.07924,1.24141,0.34071,0.754144,0.215811,0.0300834
3.95696,6.84019,10.8437,0.846814,1.42868,2.61962,0.614206,0.272831,0.113169
3.86647,6.24461,11.6544,1.10685,1.49421,2.32763,0.630753,0.273769,0.0954724
3.9258,8.21795,11.9369,1.06594,1.9601,4.06104,0.662646,0.267724,0.0696983
4.19873,7.04865,12.6623,0.99913,1.97257,3.23462,0.66395,0.244944,0.0911888
4.04766,7.84269,12.1505,0.910663,1.59665,2.67479,0.676346,0.252912,0.0708892
4.01459,7.13391,11.0155,1.0658,1.44961,2.41123,0.61722,0.273093,0.109817
3.53928,5.40895,8.76291,0.91504,1.58063,1.83611,0.462034,0.281474,0.256514
4.36705,9.26464,nan,1.08947,1.39157,nan,0.75,0.24,nan
3.80912,4.9204,8.90222,1.23183,0.982797,1.41876,0.440729,0.321434,0.237926
3.79455,5.604,8.29527,0.958311,1.31988,1.67854,0.537373,0.303463,0.159131
3.82328,7.609,9.14945,0.864561,1.30629,1.85327,0.631652,0.177929,0.190454
4.07134,6.47518,10.6684,0.994672,1.16284,1.09032,0.615306,0.23629,0.14843
4.24418,8.99565,14.9075,1.0532,1.50465,0.651141,0.714354,0.25437,0.0313189
3.85433,7.2492,11.3734,1.0792,1.34842,1.65364,0.651269,0.239262,0.109544
3.807,5.27367,8.57747,0.894658,1.55527,1.94175,0.451066,0.298195,0.250743
3.8711,6.57118,10.9196,0.85399,1.13556,0.959933,0.633729,0.269157,0.0971881
3.98184,7.45334,12.1197,0.917982,1.189,1.77167,0.665605,0.292776,0.0416333
4.35881,7.83813,11.2739,1.06068,0.851864,1.40434,0.67936,0.239548,0.081102
4.02397,6.62998,10.6413,0.880773,1.07287,1.74749,0.614008,0.220287,0.165842
4.14344,8.51237,14.7799,0.914655,1.57283,0.729243,0.710938,0.257528,0.0315726
3.73995,5.66066,9.09128,0.783975,0.874442,1.92835,0.465322,0.35084,0.18391
4.08083,7.12927,11.9333,1.32519,2.0022,2.50729,0.636431,0.274095,0.0894622
3.72142,6.01728,9.75453,0.67641,0.976629,2.19841,0.54696,0.33547,0.117728
3.61818,6.93368,11.5029,0.918484,1.56737,2.52929,0.611943,0.318907,0.069177
4.45363,8.14725,13.8735,1.17159,1.6313,2.43601,0.694008,0.263864,0.0422265
4.09662,6.66818,15.9144,1.06945,1.67111,2.47649,0.644045,0.326387,0.0296514
3.74794,5.12248,9.00862,0.874544,0.782154,1.85625,0.395837,0.385526,0.21872
3.88996,5.21129,9.27725,0.796995,1.95814,2.12819,0.472421,0.309986,0.217697
3.84741,5.91403,9.90205,1.05397,1.5761,2.25978,0.522037,0.325813,0.152213
3.92583,7.08465,10.5743,1.27133,1.65072,2.57315,0.620748,0.272711,0.106598
4.07805,8.03677,12.1853,0.988173,1.76313,2.99119,0.659109,0.233674,0.1073
3.89952,7.23996,10.7171,0.860506,1.45238,2.63057,0.559257,0.356852,0.0838727
3.57308,5.5243,9.13745,0.609683,0.993281,1.82006,0.454434,0.330945,0.214689
4.23543,8.4512,12.2075,1.08814,0.965248,1.96894,0.749451,0.181437,0.0692083
4.03111,7.97187,11.3361,0.962747,1.37454,2.51723,0.659956,0.273414,0.0667179
3.89847,7.05207,10.2,1.04685,1.30475,2.09242,0.615519,0.297513,0.0870165
3.32811,5.31491,8.98901,0.73785,0.729635,1.62414,0.437955,0.317897,0.244171
4.07806,8.5052,11.4192,0.96663,1.50361,2.44991,0.718299,0.205662,0.0761427
3.95348,7.79917,11.1528,0.849183,1.59947,2.46175,0.664038,0.240312,0.0957261
3.74733,5.57674,10.6377,1.00872,1.49528,1.92156,0.417729,0.435998,0.146361
3.86119,6.44452,9.52559,0.981018,1.60637,1.67527,0.575976,0.208889,0.215232
4.02496,7.18968,10.3803,1.07162,1.60377,1.92586,0.643276,0.210983,0.145746
3.6532,5.70362,9.16384,0.834884,0.911092,1.23412,0.459881,0.343274,0.196925
4.1667,7.40421,14.0775,1.10697,1.3196,0.3305,0.660154,0.319768,0.0200942
4.13981,7.2464,9.18632,0.948696,1.2227,2.55223,0.657225,0.219168,0.123648
3.96556,7.23396,9.74703,1.01246,0.532996,0.851351,0.644915,0.230351,0.124822
4.1456,8.84412,13.7042,1.14172,1.0414,0.77789,0.714508,0.245751,0.0397729
3.73789,6.40331,9.4323,0.962698,1.63614,1.97357,0.555852,0.243782,0.200533
3.98771,7.44504,11.7846,0.990537,1.32436,1.51085,0.695793,0.218707,0.0856155
4.30323,8.03703,12.9077,1.27549,1.21354,1.89406,0.717325,0.221087,0.0616268
4.10476,7.02555,10.9678,0.949443,1.30257,2.29646,0.656203,0.283128,0.0607502
3.93266,7.84608,11.2614,0.959296,1.50548,2.73147,0.657552,0.25844,0.083954
3.87078,7.80876,11.295,0.891859,0.946637,0.848377,0.721466,0.212689,0.0658699
4.44417,7.80872,13.3186,1.09073,1.03137,2.25272,0.690419,0.280352,0.0292636
3.85011,6.52757,11.0708,1.05709,1.50175,2.23563,0.566638,0.327585,0.105816
4.01428,7.25189,11.9214,1.06733,1.33752,1.31571,0.607635,0.301868,0.0904966
4.34757,7.68669,16.9122,0.876029,1.68772,1.34227,0.655936,0.314374,0.0297192
4.21342,7.80832,10.5158,1.06285,1.35504,1.94222,0.678962,0.205379,0.115745
3.96293,6.85412,10.412,0.992547,1.49575,1.88833,0.57265,0.357581,0.0697657
3.62459,7.69549,12.5095,0.865467,1.52792,2.33366,0.642786,0.264874,0.092381
3.94908,7.20487,11.8156,0.909304,1.29193,1.39256,0.611008,0.297612,0.0914043
3.43723,5.0747,10.3083,1.16214,1.33378,2.40531,0.355641,0.486375,0.157967
4.04762,7.69899,12.1972,0.921845,1.52001,2.06563,0.686568,0.200702,0.112749
3.60013,6.29255,9.4975,0.862444,1.36969,1.68744,0.55242,0.275941,0.171618
4.13117,8.29356,13.9839,1.08639,1.72342,2.44241,0.762446,0.199665,0.0379292
4.03412,7.49329,11.5112,1.13679,1.5973,0.542112,0.58245,0.312029,0.105488
4.297,7.63001,10.838,1.05647,0.587877,0.912322,0.694779,0.184055,0.121255
4.03966,6.36132,10.535,0.784301,1.294,2.03556,0.575328,0.311399,0.113304
3.48528,5.4031,10.2531,0.643033,0.823508,1.60685,0.478072,0.355337,0.166672
3.75391,6.14772,9.92989,0.849829,1.42589,1.89554,0.535978,0.329474,0.134595
3.38676,5.89706,10.1363,0.857938,0.88857,1.38185,0.515807,0.309026,0.175358
3.98216,7.36568,11.0945,0.969707,1.26462,2.05307,0.678548,0.205628,0.115764
3.97159,7.31387,10.7931,1.20497,0.704527,1.93216,0.641003,0.271067,0.0879721
3.14226,4.59989,8.31881,0.792486,0.649915,1.28697,0.356282,0.380839,0.262944
3.94924,5.76634,10.593,1.16769,1.59106,1.69776,0.556422,0.332987,0.110607
3.9246,5.25247,8.86855,0.965558,1.3636,1.37463,0.431933,0.374255,0.193896
4.05459,6.04718,10.117,0.964662,1.55879,1.69604,0.573554,0.282947,0.143531
3.70816,5.94467,10.5526,0.89341,1.14155,1.88926,0.560946,0.252335,0.186783
3.86948,5.96119,10.4898,0.990766,1.44326,1.87558,0.478453,0.378055,0.143571
4.06454,7.28925,10.8005,1.07504,1.11153,0.332626,0.643933,0.260357,0.0957413
3.63819,6.8211,9.47336,1.01388,1.69247,1.58539,0.590944,0.210789,0.198279
3.89958,6.56731,10.3838,0.912586,0.937891,1.84747,0.597374,0.235702,0.167086
3.5593,5.11829,9.42239,1.03209,1.23823,1.26635,0.431149,0.354914,0.213954
4.11189,6.39803,11.0755,1.15434,1.58326,1.97303,0.54312,0.334633,0.1223
3.87845,6.90547,11.6656,0.817804,1.21723,1.98219,0.608814,0.281174,0.110042
4.25038,8.46499,16.2269,1.1983,1.535,1.75677,0.727504,0.25247,0.0200614
