mu1,mu2,sigma1,sigma2,w1,w2
1.46268,8.79203,0.327526,2.73457,0.759061,0.241009
1.46474,8.30007,0.325702,2.85912,0.748523,0.251445
4.08852,2.14638,1.08583,0.259225,0.728722,0.27133
4.15781,2.15054,1.0552,0.242736,0.734349,0.265657
4.23337,2.15545,1.15246,0.24847,0.747318,0.252731
1.44331,8.4555,0.327078,2.86008,0.748836,0.251251
4.1652,2.17523,1.17114,0.242655,0.743942,0.256088
1.46885,9.14631,0.333134,3.02563,0.784245,0.215815
1.4442,8.70657,0.333919,2.96198,0.752182,0.247878
4.04031,2.138,1.02671,0.223684,0.71258,0.287543
1.45248,8.36364,0.33124,2.37166,0.744307,0.255779
4.18735,2.15094,1.13013,0.251883,0.749187,0.250883
4.13277,2.13154,1.08127,0.242591,0.708781,0.291341
4.15935,2.13267,1.04125,0.245112,0.722332,0.277698
4.18555,2.15072,1.09112,0.247539,0.728354,0.271668
1.46732,8.55427,0.345621,3.08823,0.761024,0.239062
4.12876,2.1154,1.0425,0.242029,0.712145,0.287922
4.18553,2.12844,1.07885,0.245125,0.725341,0.274763
4.1779,2.11206,1.09667,0.265115,0.736007,0.264079
4.13964,2.10302,1.05168,0.25743,0.701254,0.298802
4.13033,2.12052,1.07515,0.260319,0.732473,0.267503
4.06302,2.13525,1.05022,0.248058,0.711499,0.28856
4.12044,2.12447,0.991636,0.242832,0.713536,0.286503
1.44286,8.69546,0.338554,3.00304,0.751222,0.248811
1.45129,8.5563,0.325554,2.4711,0.767298,0.232746
4.19776,2.1661,1.17799,0.258222,0.740934,0.259171
1.45489,8.64554,0.333984,3.15197,0.747125,0.252865
4.12989,2.11331,1.04125,0.256233,0.735734,0.264324
4.18074,2.14336,1.14082,0.241262,0.7316,0.268389
4.11031,2.11971,1.09076,0.243695,0.714379,0.285655
4.13143,2.12532,1.07876,0.25646,0.733948,0.266166
1.45608,8.60852,0.321458,2.86104,0.743045,0.257001
4.15811,2.12227,1.16217,0.241577,0.716073,0.284022
4.1457,2.11574,1.06702,0.237876,0.714702,0.285364
4.17295,2.17099,1.18018,0.257413,0.753818,0.246226
4.26622,2.16796,1.10587,0.250398,0.750534,0.249481
4.1229,2.13841,1.08456,0.247821,0.735255,0.264733
4.12683,2.16283,1.08729,0.253815,0.734852,0.265186
4.14631,2.12814,1.09088,0.260633,0.734922,0.265162
4.09381,2.11308,1.09893,0.253794,0.724401,0.275641
4.18903,2.14211,1.13274,0.228447,0.735909,0.264118
4.30796,2.17318,1.16347,0.260357,0.760692,0.239327
1.47062,8.9443,0.310803,2.93105,0.769116,0.230979
4.14182,2.11436,1.05347,0.238891,0.711986,0.287996
1.45261,8.42866,0.328684,2.91753,0.734007,0.266039
4.21629,2.14488,1.1222,0.233202,0.733018,0.267044
4.23392,2.14124,1.15445,0.247178,0.753508,0.246428
4.23832,2.15135,1.07116,0.252325,0.746555,0.253454
1.46314,8.77324,0.328276,2.85353,0.758437,0.241599
4.08856,2.10814,1.03369,0.245687,0.708679,0.291257
1.46695,8.67758,0.328685,3.04977,0.75521,0.244794
4.11762,2.11654,1.17824,0.254391,0.715853,0.284214
4.17303,2.10598,1.01806,0.24746,0.714701,0.285291
4.14049,2.12254,1.05326,0.237895,0.713511,0.286553
1.46372,8.51666,0.311216,3.04176,0.741408,0.258599
4.1038,2.12026,1.06788,0.256975,0.721658,0.278342
1.46816,8.75158,0.309174,2.86597,0.742924,0.257164
4.22941,2.11993,1.13372,0.249316,0.743552,0.256377
4.22375,2.18123,1.20394,0.256707,0.757426,0.242586
1.4409,8.5716,0.340556,2.8769,0.76439,0.235639
4.07726,2.11128,1.08019,0.251554,0.720934,0.27919
1.45324,8.44495,0.332189,2.82894,0.731606,0.268484
1.45724,8.50604,0.311109,2.67982,0.749068,0.251013
1.45143,8.45532,0.337034,2.87197,0.747217,0.252864
4.11814,2.10824,1.0899,0.249005,0.73481,0.265174
4.1679,2.1218,1.05353,0.26076,0.722879,0.277225
4.28007,2.15906,1.19145,0.256352,0.756763,0.243332
4.1523,2.15024,1.06115,0.25702,0.738692,0.261361
4.12038,2.14796,1.09743,0.239247,0.72619,0.273909
4.24124,2.13762,1.14056,0.2591,0.745826,0.254219
1.46338,8.6748,0.304414,2.86835,0.746255,0.253725
4.19726,2.14289,1.14779,0.257001,0.734866,0.265168
4.0715,2.12378,1.08831,0.255479,0.728228,0.271826
4.17662,2.16149,1.16051,0.245557,0.75761,0.242528
4.18898,2.15314,1.08652,0.230782,0.725913,0.27415
1.439,8.7053,0.332305,3.03775,0.713935,0.286086
4.11745,2.13442,1.11082,0.259749,0.715646,0.28442
4.27247,2.14879,1.12352,0.268484,0.743492,0.256572
4.17952,2.10586,1.15539,0.23923,0.715412,0.28468
4.12678,2.1457,1.07526,0.259572,0.741725,0.25832
4.19491,2.1496,1.14045,0.241194,0.744109,0.255904
4.1007,2.10526,1.01289,0.239387,0.705714,0.294324
4.15503,2.1363,1.067,0.259815,0.713754,0.286242
4.09081,2.12937,1.05258,0.257869,0.712673,0.287346
4.08423,2.11901,1.03519,0.247224,0.706221,0.293799
1.46297,8.96555,0.31844,2.7856,0.77017,0.229895
1.47466,8.86036,0.309389,3.06192,0.77517,0.224918
4.12546,2.14248,1.07674,0.242468,0.73041,0.269682
4.22914,2.1736,1.17246,0.237478,0.744752,0.255251
4.08399,2.09023,1.05554,0.255746,0.6957,0.304368
4.08726,2.11948,1.07316,0.249113,0.705872,0.294131
4.25624,2.1412,1.1314,0.259779,0.736269,0.263833
1.47281,8.9075,0.351367,3.26577,0.792307,0.207873
4.02767,2.08897,1.01766,0.256426,0.707572,0.292457
1.47551,8.43753,0.315079,2.91572,0.749678,0.250343
4.09168,2.12804,1.03431,0.241801,0.719563,0.280442
4.15232,2.10775,1.10215,0.255321,0.726628,0.273417
1.45192,8.62671,0.339121,3.23778,0.740586,0.259514
4.06463,2.13059,1.08582,0.243656,0.710105,0.28996
1.44613,8.58504,0.312019,2.72699,0.748831,0.251216
4.16283,2.12656,1.06545,0.229201,0.72483,0.275244
4.23984,2.17238,1.18098,0.254593,0.741532,0.258528
4.17712,2.1348,1.10288,0.252612,0.732426,0.267699
4.16917,2.11357,1.16517,0.250785,0.728402,0.27168
4.14814,2.1301,1.1083,0.264248,0.742699,0.25731
4.05982,2.12551,1.10623,0.262898,0.719822,0.280266
4.08202,2.09532,1.03128,0.247102,0.70743,0.292613
4.2127,2.11024,1.03776,0.255092,0.728608,0.271523
4.13081,2.14419,1.12947,0.252771,0.710675,0.289454
1.452,8.32626,0.337452,2.86421,0.752758,0.247258
4.2396,2.13335,1.17892,0.259273,0.733581,0.266515
1.46065,8.77095,0.322019,2.91448,0.748673,0.251421
4.25093,2.15509,1.17231,0.242339,0.757419,0.242487
1.43426,8.58782,0.313533,2.73527,0.732664,0.267423
4.17184,2.13638,1.08444,0.240405,0.717009,0.283086
4.16844,2.12672,1.11691,0.253682,0.717215,0.282809
1.44628,8.53518,0.332277,2.58293,0.743626,0.256432
1.458,8.5175,0.3408,3.17278,0.755331,0.24471
1.4561,8.72882,0.335686,2.87099,0.757908,0.242087
4.08821,2.10683,1.06585,0.253834,0.736804,0.263208
4.03293,2.12079,1.08745,0.237107,0.722664,0.277389
4.1817,2.15094,1.12033,0.243779,0.739571,0.260483
1.45502,8.44576,0.340997,2.69821,0.748009,0.252061
1.4344,8.75465,0.324502,2.95293,0.75658,0.243448
4.2813,2.16401,1.18703,0.238015,0.76905,0.231025
4.16938,2.15037,1.13419,0.261248,0.751978,0.248102
1.49081,8.59548,0.340659,2.9071,0.762542,0.237546
1.44511,8.56868,0.331037,2.96806,0.740627,0.259441
1.44817,8.59243,0.320658,2.82709,0.736533,0.263483
4.14673,2.1417,1.07713,0.273199,0.746092,0.253959
4.15153,2.12874,1.09252,0.230262,0.712332,0.287714
4.06348,2.15985,1.07309,0.245353,0.741494,0.258497
4.25821,2.1524,1.11672,0.241286,0.73951,0.260541
1.45484,8.65074,0.321478,2.66118,0.756947,0.243152
1.43521,8.76785,0.31452,2.69763,0.733288,0.266809
4.27729,2.1578,1.12159,0.251733,0.743091,0.25695
4.04433,2.10381,1.07115,0.254052,0.728818,0.271151
4.00467,2.11642,1.10323,0.249264,0.711181,0.28892
4.04416,2.12403,1.04917,0.243674,0.710431,0.289562
1.42077,8.66326,0.323008,3.03053,0.757185,0.242877
4.19491,2.13478,1.09291,0.247228,0.731027,0.26898
4.19192,2.14006,1.11557,0.234473,0.721091,0.278938
1.46821,8.61631,0.326007,2.83661,0.754796,0.245253
4.20455,2.15185,1.12085,0.256446,0.749231,0.250851
1.44453,8.90399,0.31392,3.01482,0.764255,0.235792
4.22589,2.16358,1.1625,0.257979,0.753438,0.246628
4.15362,2.11427,1.13255,0.263248,0.709175,0.290883
4.07396,2.11608,1.14752,0.250991,0.710768,0.289319
4.16164,2.11436,1.14182,0.260922,0.730834,0.269247
4.21156,2.13835,1.06451,0.251604,0.738431,0.261655
4.14494,2.14937,1.10251,0.237584,0.738073,0.26184
4.18083,2.1099,1.04355,0.252529,0.726134,0.273946
1.46402,8.50495,0.322884,2.79046,0.733458,0.266552
4.08385,2.11369,1.0368,0.25227,0.707705,0.292338
4.18899,2.12345,1.16608,0.251267,0.739476,0.260592
4.11636,2.13199,1.03562,0.251455,0.730153,0.269861
1.4509,8.98247,0.303666,2.79083,0.749839,0.250223
4.09234,2.14972,1.1122,0.260621,0.724721,0.275329
4.23592,2.15849,1.1941,0.26606,0.755146,0.244832
4.16646,2.12919,1.136,0.266007,0.741023,0.258983
1.47148,8.54566,0.310024,2.81868,0.769167,0.230921
4.07416,2.13405,1.09337,0.24894,0.724947,0.275117
4.0575,2.09519,1.07274,0.261653,0.709187,0.290866
4.14668,2.13411,1.08082,0.247458,0.7292,0.270818
1.47277,8.45533,0.336832,3.08976,0.760974,0.239079
4.20944,2.1313,1.1568,0.266038,0.727318,0.272788
4.17868,2.13652,1.13774,0.253059,0.725587,0.274508
4.14075,2.1345,1.1924,0.263075,0.741638,0.258425
4.06951,2.12501,1.10225,0.252766,0.719375,0.280688
1.43828,8.5585,0.31401,2.59765,0.725731,0.274353
4.11591,2.13331,1.0916,0.243664,0.71724,0.282832
4.11609,2.13773,1.06999,0.24936,0.711842,0.288181
4.0919,2.15065,1.09201,0.262005,0.735104,0.265042
4.08054,2.13659,1.07714,0.244103,0.724195,0.27595
4.16895,2.14758,1.04388,0.263091,0.726774,0.273315
1.45136,8.49557,0.317715,2.84584,0.725847,0.274247
4.11555,2.16221,1.02629,0.246613,0.722799,0.277249
4.13264,2.13595,1.08872,0.228078,0.732053,0.267989
1.45107,8.66756,0.307062,2.86075,0.756777,0.24323
4.21941,2.14651,1.10037,0.237226,0.738865,0.261117
4.06497,2.13852,1.10785,0.247557,0.710462,0.289519
4.21845,2.1211,1.20106,0.264797,0.749672,0.25038
4.09031,2.13233,1.08895,0.241726,0.725775,0.274239
1.45205,8.28828,0.31996,2.57464,0.729014,0.271065
4.14928,2.14516,1.11807,0.247492,0.729037,0.271048
1.46618,8.58544,0.335795,2.96481,0.750621,0.249428
4.2165,2.15728,1.10575,0.238242,0.733645,0.266434
1.44311,8.60559,0.327378,2.89674,0.743597,0.256409
4.12715,2.11414,1.09188,0.239602,0.717943,0.282106
4.17486,2.15047,1.19311,0.257547,0.737491,0.262555
4.10729,2.13992,1.08232,0.258435,0.739411,0.260601
4.17504,2.08364,1.03923,0.250212,0.71296,0.287092
4.10469,2.13073,1.09666,0.240244,0.716818,0.283266
1.47507,8.36144,0.30938,2.73136,0.728467,0.271591
4.09589,2.1436,1.10353,0.247281,0.736585,0.263425
4.12101,2.10603,1.02157,0.231256,0.704747,0.295402
4.15178,2.12735,1.07079,0.251361,0.727049,0.273061
4.22243,2.15314,1.14341,0.243947,0.747862,0.252178
4.16175,2.14005,1.11393,0.241877,0.718,0.28208
1.46003,8.3177,0.343119,2.70003,0.730971,0.269102
4.18851,2.16176,1.17452,0.254228,0.739834,0.26029
1.43798,8.55897,0.308034,2.60752,0.735229,0.264862
4.18737,2.13854,1.14684,0.249282,0.735293,0.264779
1.45616,8.55853,0.339567,2.82479,0.747312,0.252674
4.10524,2.16258,1.18732,0.261932,0.730506,0.269525
4.15816,2.13797,1.09336,0.259036,0.721441,0.278458
1.44998,8.81796,0.31319,2.86866,0.752049,0.247986
4.15815,2.11581,1.11607,0.242381,0.700918,0.299152
4.16047,2.15546,1.11054,0.244347,0.737,0.263049
1.44725,8.75248,0.331816,2.82566,0.749283,0.250778
4.19714,2.1349,1.1289,0.259588,0.737073,0.262979
1.44618,8.63513,0.302223,2.66304,0.734013,0.265976
4.15534,2.13318,1.12155,0.2543,0.729242,0.270869
4.05572,2.12111,1.05774,0.246182,0.717848,0.282214
4.14999,2.13677,1.11968,0.25019,0.738179,0.261853
4.23623,2.14848,1.15197,0.245496,0.737013,0.263092
1.43314,8.86159,0.330364,2.69823,0.740822,0.259226
1.45189,8.7968,0.331613,2.79647,0.753571,0.246516
4.24967,2.14884,1.1184,0.261247,0.739316,0.260737
1.43486,8.5639,0.321727,2.66258,0.745646,0.254358
4.06801,2.11091,1.11931,0.244521,0.707595,0.292425
1.46642,8.56087,0.326636,2.89014,0.76145,0.238639
1.44608,8.57872,0.329412,2.94926,0.752683,0.247267
4.13954,2.12957,1.13522,0.250073,0.726324,0.273684
4.23604,2.14559,1.15251,0.237155,0.729096,0.270906
4.12032,2.11848,1.07646,0.247956,0.73561,0.2645
1.45319,8.60671,0.3313,2.83721,0.758829,0.241271
4.19395,2.12904,1.12651,0.237772,0.712573,0.287525
4.15684,2.14403,1.14871,0.236096,0.739356,0.260745
1.45577,8.67247,0.330566,2.79422,0.740449,0.259643
4.09543,2.1064,1.04021,0.242181,0.723107,0.27682
1.43201,8.4304,0.318826,2.65071,0.730928,0.269118
1.46692,8.97187,0.330577,2.94438,0.780725,0.219392
4.19198,2.12011,1.10687,0.234796,0.716657,0.283394
1.46579,8.80377,0.340636,2.90061,0.745492,0.254626
1.46457,8.95711,0.350829,3.1112,0.770884,0.22916
4.1476,2.12807,1.09633,0.255326,0.716859,0.283257
4.15698,2.10905,1.01193,0.247953,0.707914,0.292141
4.10435,2.12223,1.10702,0.251899,0.707603,0.292386
1.45462,8.51327,0.332492,2.9938,0.751711,0.248347
4.20584,2.15186,1.12953,0.253401,0.743505,0.256654
1.46695,8.30579,0.328224,2.85346,0.728145,0.271926
4.15024,2.15462,1.16099,0.234614,0.724643,0.275471
4.24941,2.13355,1.13442,0.254423,0.729276,0.270692
4.15679,2.14323,1.14244,0.239467,0.728886,0.27114
4.07946,2.10949,1.05512,0.259238,0.720776,0.27925
1.47356,8.89635,0.308999,3.11424,0.760132,0.239967
1.45267,8.43619,0.338039,2.83701,0.72822,0.271868
4.19394,2.16994,1.10118,0.243903,0.736078,0.263986
4.16291,2.15925,1.13153,0.23654,0.751812,0.248277
4.21628,2.16373,1.19897,0.247679,0.734963,0.26507
4.15436,2.14752,1.17724,0.253989,0.722849,0.277133
1.47322,8.89682,0.348512,3.21991,0.796708,0.203343
1.45904,8.73047,0.337419,2.88153,0.748996,0.251057
4.14979,2.12893,1.06465,0.239414,0.73558,0.26451
4.08917,2.13074,1.03562,0.253649,0.723951,0.276014
1.46284,8.95823,0.322462,2.97276,0.76871,0.231389
1.45705,8.85941,0.341799,3.06731,0.771288,0.228755
1.44092,8.76189,0.306604,2.67172,0.741489,0.25851
4.25176,2.15997,1.13647,0.257769,0.731279,0.268762
4.12166,2.13068,1.09533,0.241606,0.713528,0.286474
4.1504,2.13885,1.10349,0.24271,0.728036,0.271973
1.45911,8.72906,0.345695,2.94419,0.736154,0.263914
4.08396,2.07912,1.00641,0.24485,0.712964,0.287144
4.07449,2.11324,0.996384,0.265695,0.71343,0.286575
4.077,2.1097,1.05404,0.255138,0.700441,0.299597
4.10718,2.11553,1.14382,0.270714,0.71836,0.281624
1.44558,8.4435,0.325126,2.51202,0.718766,0.281265
1.44965,8.70739,0.360289,3.16586,0.757778,0.242294
4.25364,2.13303,1.17433,0.247144,0.735688,0.264328
1.46873,8.87523,0.319057,2.95091,0.746148,0.253939
4.20752,2.1192,1.14476,0.246481,0.715002,0.285042
4.09023,2.12087,1.02005,0.242861,0.713453,0.28665
4.16559,2.13943,1.07502,0.243224,0.734526,0.265494
4.10784,2.12748,1.11164,0.237956,0.716967,0.283023
4.21437,2.12368,1.03787,0.249487,0.726346,0.27369
4.15276,2.14784,1.1001,0.242287,0.738304,0.261797
4.2351,2.15679,1.19939,0.254713,0.742789,0.257181
4.19921,2.16435,1.16126,0.238818,0.744053,0.255973
4.2532,2.14889,1.13921,0.249578,0.743823,0.256204
4.05874,2.13198,1.04972,0.257328,0.72333,0.276786
4.03529,2.11571,1.06172,0.250495,0.703973,0.296087
4.21113,2.13723,1.11454,0.250553,0.730254,0.269786
4.13475,2.1263,1.12268,0.241265,0.721881,0.278114
4.14933,2.11873,1.09513,0.25825,0.719104,0.280978
4.20709,2.12853,1.08378,0.248457,0.72019,0.279721
4.10406,2.12454,1.11713,0.255166,0.727771,0.272261
4.23165,2.16493,1.18285,0.238191,0.75272,0.247278
1.44727,8.82358,0.296069,2.89229,0.743163,0.256877
4.07207,2.12915,1.06071,0.24659,0.707897,0.292093
1.45068,8.63201,0.332076,3.05744,0.742745,0.257272
4.11923,2.1213,1.09613,0.264353,0.744781,0.255316
1.46099,8.72816,0.314542,2.78271,0.764162,0.235931
1.44799,8.40302,0.338196,2.95608,0.735378,0.264684
1.45361,8.81288,0.337254,2.9199,0.760853,0.239158
4.15596,2.15942,1.12752,0.237313,0.723607,0.276482
4.21788,2.13779,1.18729,0.231176,0.723818,0.276214
1.45984,8.57965,0.342179,2.80794,0.750511,0.24957
1.46992,8.66508,0.321279,2.77454,0.773814,0.226191
4.19616,2.11712,1.15896,0.267848,0.738623,0.261381
1.47204,8.80337,0.336159,2.90076,0.764318,0.235798
1.4512,8.65777,0.304079,2.73445,0.730537,0.269585
4.17877,2.12984,1.10606,0.252556,0.732016,0.267991
1.45007,9.05213,0.336704,2.91345,0.773734,0.226401
4.11759,2.14069,1.08899,0.239121,0.718226,0.28179
4.12482,2.13717,1.1208,0.248005,0.731337,0.268791
4.22252,2.13848,1.1588,0.250235,0.727573,0.272389
4.20009,2.16236,1.10682,0.265575,0.73602,0.264059
4.15006,2.12352,1.07023,0.253553,0.733021,0.267052
1.46533,8.71995,0.318914,2.79221,0.748497,0.25158
4.11711,2.10565,1.11691,0.246206,0.72317,0.276952
4.19798,2.11564,1.06268,0.243328,0.709445,0.290574
4.0267,2.1134,1.10046,0.265753,0.700579,0.299458
4.14755,2.1348,1.09519,0.259076,0.728145,0.27194
4.16838,2.15832,1.06434,0.240592,0.738067,0.261993
4.06684,2.14496,1.09427,0.242553,0.720926,0.279136
1.44867,8.72855,0.313208,2.48311,0.752469,0.247641
1.46452,8.6762,0.324977,2.92868,0.751277,0.248775
4.19558,2.14494,1.01606,0.239261,0.720446,0.279582
4.21096,2.12374,1.12295,0.249558,0.735806,0.264249
4.21872,2.17784,1.13768,0.241415,0.74486,0.255128
4.1006,2.12449,1.03696,0.248445,0.718643,0.281428
4.09648,2.11998,1.05477,0.242531,0.723485,0.276431
4.14364,2.15811,1.13638,0.259162,0.730841,0.269153
4.20872,2.13175,1.08864,0.242831,0.717714,0.282319
4.23313,2.13219,1.18468,0.231406,0.744706,0.255386
4.22875,2.15929,1.16024,0.259903,0.74937,0.250505
1.47718,8.84858,0.319119,2.87044,0.753112,0.24697
4.10006,2.10639,1.09151,0.256074,0.719256,0.280804
4.15366,2.13516,1.07521,0.251009,0.721192,0.278832
4.08907,2.13214,1.08884,0.25158,0.706682,0.29338
4.10191,2.13526,1.07833,0.255363,0.729544,0.270509
4.1628,2.1202,1.09851,0.255824,0.714822,0.285169
4.20016,2.15796,1.13378,0.269318,0.730561,0.269447
1.43111,8.27866,0.326011,2.84482,0.71533,0.284734
4.129,2.12401,1.04193,0.256335,0.732265,0.267726
4.09633,2.09722,1.04307,0.246172,0.703633,0.296429
4.15984,2.1452,1.06898,0.248757,0.734364,0.2657
4.14662,2.13071,1.09203,0.251304,0.716533,0.283446
1.44852,8.65882,0.322414,3.12582,0.724707,0.275344
4.12641,2.11917,1.16196,0.257637,0.720169,0.279758
4.24514,2.16773,1.12614,0.235433,0.72677,0.273267
4.11994,2.14334,1.07893,0.241372,0.720144,0.279806
4.27513,2.14806,1.16008,0.261686,0.749791,0.250252
1.45675,8.55384,0.320218,2.96552,0.741614,0.258368
4.1114,2.12361,1.05392,0.241587,0.707287,0.292752
4.16771,2.12992,1.13774,0.264208,0.749389,0.250723
1.46165,8.80637,0.33701,3.24496,0.778699,0.221281
1.46788,8.60665,0.335426,2.93517,0.753766,0.246252
4.23384,2.16875,1.16341,0.24794,0.742929,0.257153
4.20159,2.12368,1.10043,0.241282,0.743346,0.256713
4.24754,2.12294,1.13252,0.250367,0.730963,0.269114
4.08399,2.0926,1.0398,0.248322,0.694411,0.305733
1.43244,9.09263,0.342854,2.93916,0.753983,0.246091
4.13163,2.11369,1.08372,0.2507,0.719236,0.280862
4.13398,2.0975,1.0175,0.249247,0.708535,0.291517
1.43215,8.8054,0.329787,2.7443,0.741396,0.258685
4.21045,2.13526,1.10589,0.258168,0.729522,0.270535
4.12747,2.12956,1.07769,0.253357,0.6994,0.300589
1.44701,8.45374,0.331408,3.02076,0.739617,0.260408
4.15933,2.1414,1.11248,0.239939,0.737558,0.26256
4.28765,2.17112,1.20549,0.249435,0.767697,0.232307
4.11501,2.13525,1.07894,0.252587,0.718302,0.281664
4.11628,2.13418,1.06307,0.252329,0.720368,0.279634
1.44215,8.87006,0.314757,2.67631,0.766894,0.233121
1.4468,8.53375,0.310724,2.6716,0.736017,0.263945
4.08839,2.12577,1.0713,0.246536,0.716425,0.283618
1.42732,8.67569,0.299839,2.7739,0.732265,0.26781
4.10234,2.15861,1.16281,0.256442,0.721416,0.278596
4.13248,2.12172,1.18373,0.266854,0.729969,0.270108
4.13078,2.13595,1.10341,0.263287,0.722863,0.277217
4.20205,2.15414,1.17877,0.243636,0.749954,0.250122
1.45019,8.59906,0.335993,3.11329,0.746186,0.253813
4.12131,2.10549,1.03041,0.251137,0.724336,0.27564
4.11074,2.10801,1.03345,0.241088,0.699044,0.301004
1.46438,8.69863,0.349718,2.80728,0.755391,0.24465
4.13157,2.17155,1.1198,0.241671,0.731247,0.268804
4.23237,2.1612,1.19949,0.244339,0.733698,0.266367
1.44857,9.0028,0.328357,2.6497,0.774783,0.225284
4.26524,2.18966,1.16181,0.248588,0.737194,0.262812
4.18939,2.12205,1.07959,0.23748,0.715652,0.284366
4.15306,2.15137,1.08902,0.236003,0.718436,0.281621
4.17335,2.10365,1.14012,0.258577,0.712207,0.287892
1.46301,8.92477,0.316315,2.89296,0.775558,0.224534
4.1246,2.12151,1.10878,0.254447,0.730704,0.269352
4.09341,2.12508,1.07383,0.238365,0.7225,0.277444
1.42197,8.48219,0.328099,2.57961,0.744879,0.255136
1.43725,8.84783,0.31554,2.56466,0.731009,0.268973
4.17748,2.14356,1.22933,0.254467,0.745903,0.254209
4.05255,2.14601,1.08358,0.236317,0.713739,0.286292
4.20787,2.12455,1.09453,0.237119,0.731738,0.268316
4.2148,2.14122,1.13517,0.258197,0.7291,0.270998
4.19746,2.16709,1.12041,0.250028,0.745789,0.254218
4.10465,2.14146,1.04174,0.251692,0.733768,0.266244
1.44934,8.88108,0.339609,2.77374,0.77089,0.229183
4.2509,2.15561,1.08577,0.240455,0.730478,0.269633
4.0705,2.12885,1.0812,0.243314,0.718197,0.281888
4.14628,2.12118,1.07453,0.244469,0.718392,0.281641
4.15434,2.14484,1.14446,0.242734,0.741928,0.258077
4.17575,2.1215,1.16298,0.259335,0.724905,0.275055
4.11131,2.13336,1.05182,0.259072,0.717536,0.282504
4.06637,2.14154,1.0685,0.259766,0.724516,0.275488
1.45963,8.69103,0.332846,3.18546,0.746916,0.25311
4.18002,2.12616,1.07595,0.254028,0.717079,0.282984
4.06412,2.10857,1.07433,0.244687,0.716233,0.28386
4.18776,2.14029,1.12734,0.24382,0.74233,0.257746
4.19818,2.14781,1.15906,0.264345,0.739436,0.260542
4.25222,2.1776,1.19366,0.24255,0.747429,0.252629
4.19533,2.11908,1.13893,0.238397,0.729704,0.270376
4.17938,2.14778,1.1103,0.25467,0.731656,0.26838
4.11134,2.14566,1.13051,0.248697,0.725179,0.274894
1.4478,8.65628,0.322694,3.05029,0.755508,0.244561
4.19928,2.11765,1.058,0.252066,0.720057,0.279935
4.12051,2.12441,1.0637,0.25001,0.706195,0.293809
4.10087,2.13666,1.01704,0.259034,0.71786,0.282258
4.16268,2.14309,1.15736,0.23755,0.722967,0.276995
1.45688,8.93316,0.327416,2.72908,0.758552,0.241522
4.12121,2.12745,1.11871,0.250329,0.720621,0.279417
4.12816,2.11729,1.07847,0.25274,0.717839,0.282214
4.14224,2.14602,1.07641,0.260219,0.735994,0.264101
1.4823,8.43714,0.315339,2.99496,0.743824,0.256266
4.24554,2.14507,1.13707,0.252323,0.753256,0.246826
4.15156,2.14761,1.10009,0.263661,0.732258,0.267915
4.24303,2.14423,1.16496,0.253149,0.741646,0.258405
4.19871,2.15901,1.16135,0.259083,0.737772,0.262384
1.45264,8.41512,0.33675,2.75577,0.72794,0.272107
4.1285,2.14643,1.10419,0.235531,0.727105,0.272968
4.16012,2.13337,1.11426,0.270035,0.72914,0.270971
4.14988,2.13003,1.11446,0.251991,0.734891,0.265204
1.45104,8.54331,0.329546,2.84521,0.716868,0.283103
1.45084,8.643,0.321485,2.89562,0.76566,0.234379
4.06153,2.12671,1.03296,0.251479,0.700059,0.300064
1.46568,8.91375,0.345547,2.93991,0.771773,0.228171
4.19814,2.1504,1.18462,0.238022,0.732718,0.267279
4.14403,2.10976,1.0451,0.254842,0.713867,0.286141
4.2025,2.14928,1.10158,0.246195,0.730291,0.269724
1.44615,8.69783,0.334984,2.68186,0.745293,0.254689
4.07785,2.10867,1.05611,0.242243,0.709785,0.290254
1.48849,8.72724,0.317676,3.15298,0.788156,0.211878
4.09774,2.10559,1.04876,0.266749,0.708026,0.292036
1.4591,8.60273,0.312245,3.06245,0.739335,0.260675
4.14951,2.15732,1.13357,0.259991,0.742261,0.257704
1.42549,8.41286,0.308435,2.77381,0.734893,0.26511
4.20229,2.13451,1.12472,0.237316,0.716069,0.28403
4.19622,2.14315,1.11045,0.241536,0.738324,0.261736
4.26263,2.1606,1.18556,0.251007,0.765657,0.234268
4.20629,2.14999,1.16629,0.246213,0.730526,0.269665
4.30377,2.14722,1.07569,0.241597,0.731562,0.268536
1.45748,8.51906,0.326415,2.76442,0.738871,0.261211
1.44302,8.47723,0.324328,2.7107,0.732842,0.267258
4.14621,2.1308,1.12427,0.259121,0.732011,0.268016
4.16898,2.11281,1.14504,0.250307,0.728825,0.271245
1.47571,8.90043,0.35621,3.26202,0.772983,0.227029
4.19454,2.16984,1.16121,0.246078,0.756691,0.243327
1.47922,8.5096,0.316945,3.07378,0.761817,0.238293
4.14154,2.14967,1.14608,0.260993,0.745601,0.254491
1.46386,8.35668,0.317817,3.01377,0.742638,0.257441
4.1135,2.12446,1.15409,0.244796,0.711615,0.288378
4.20857,2.10865,1.13347,0.235983,0.727636,0.272339
1.45582,8.81274,0.34939,2.85885,0.748156,0.251911
1.44724,8.45247,0.330439,2.79194,0.750941,0.249158
4.18849,2.17554,1.11348,0.255746,0.751007,0.249097
1.45765,8.66147,0.339247,3.01553,0.745159,0.25487
4.05535,2.15322,1.06988,0.251487,0.710863,0.289186
4.10917,2.12634,1.09277,0.258938,0.7192,0.280837
4.12987,2.1535,1.08737,0.243668,0.737799,0.262236
