mean1,mean2,var1,var2,sk1,sk2,w1,w2,mm_mean,mm_var,mm_skew
4.11879062653,8.66520730128,1.26137089729,5.65509719841,0.0,0.843977178222,0.728431,0.271563,5.35340232542,6.54337350393,20.5774337494
1.46387290955,231062.024049,0.105084389448,1.21338140888e+14,0.0,108488.370179,0.737156,0.262888,60744.4331546,3.1908645282e+13,1.62996581913e+19
1.42848575115,124721.235819,0.110616989434,1.25061947814e+13,0.0,22881.4791528,0.7366,0.263443,32858.0027656,3.29768923469e+12,9.08155454799e+17
1.44865572453,387961.691504,0.103917971253,6.09671075452e+14,0.0,257987.336284,0.742705,0.257335,99837.2121593,1.56918494285e+14,1.35616730345e+20
1.45991456509,108058.35491,0.0950269624591,7.39283800374e+12,0.0,16006.4384002,0.727783,0.272315,29426.963274,2.01549384007e+12,4.7501128049e+17
4.11052894592,8.67585071273,1.15413975716,4.75149800467,0.0,0.769605262128,0.704754,0.295287,5.45877671794,6.55361300934,18.5829758487
1.46163010597,306918.763917,0.09648694098,4.82123968076e+14,0.0,366371.978353,0.739606,0.260432,79932.4677455,1.25578525798e+14,8.55041264231e+19
1.44980204105,544811.276849,0.104989692569,2.1898486474e+15,0.0,633956.480066,0.754325,0.245852,133944.243226,5.38434539834e+14,6.6362240874e+20
4.20078086853,8.90168431127,1.37270402908,4.69808602716,0.0,0.744918648945,0.729494,0.270507,5.47240912593,6.63300112056,18.8647402912
1.46261060238,333674.026393,0.111808426678,3.86012471903e+14,0.0,204319.788398,0.750339,0.249665,83307.7410607,9.6394565821e+13,7.23896667452e+19
4.13482761383,8.46758963525,1.05173909664,4.32341992231,0.0,0.751480511353,0.719146,0.280845,5.35162637491,5.76212072687,16.00133025
4.12974500656,8.88906475641,1.19118082523,4.9065635809,0.0,0.763047337662,0.735316,0.264802,5.3905095802,6.58511628321,20.3916151004
4.06972837448,8.81051833364,1.22650206089,4.32638623761,0.0,0.721401051085,0.716901,0.283145,5.41225230142,6.66622342857,18.5285133293
1.4325735569,379655.27812,0.0919468328357,4.1813436987e+14,0.0,156406.345683,0.754628,0.245386,93163.1501958,1.02630987639e+14,8.81911305043e+19
4.06482982635,8.8267097645,1.30732524395,4.57662155925,0.0,0.74133836129,0.738326,0.261683,5.31097087326,6.54389202029,19.1601223932
4.15449905396,8.91819753385,1.23834002018,5.17441434565,0.0,0.781794021156,0.745971,0.253994,5.36430207932,6.53783973451,20.9381220676
1.4591319561,1197856.36994,0.0991830602288,3.75929926396e+16,0.0,4241269.16775,0.772971,0.227053,271977.940658,8.53585139328e+15,2.37089472439e+22
4.16487026215,8.85981947363,1.3057179451,4.80982996695,0.0,0.757778478821,0.727098,0.272942,5.44648881469,6.63648632878,19.3234778488
4.17741727829,8.86813006884,1.32833325863,4.71380057251,0.0,0.749145663768,0.737746,0.262332,5.4082643182,6.47451375407,18.9024338643
4.0723733902,8.74624582226,1.13711297512,4.7910364475,0.0,0.766456772383,0.723266,0.276721,5.36568229471,6.52041701485,19.592973903
4.1830496788,8.73448831076,1.21829116344,5.73460076294,0.0,0.843107314225,0.737697,0.262357,5.37737751293,6.4123190573,20.8230877548
4.05227851868,8.30461932406,1.110014081,4.0560218878,0.0,0.741793634583,0.700393,0.299494,5.32536873491,5.78565242629,14.5845646258
4.29331207275,9.01940039806,1.43990623951,5.50714607221,0.0,0.798175022511,0.763113,0.236935,5.41329493932,6.4419697069,20.6520047529
4.03755331039,8.43093622383,1.048589468,4.61074138958,0.0,0.780586637182,0.711677,0.288347,5.3044708944,6.03658308867,17.2234488919
1.44672703743,601590.940535,0.103456668556,2.42135705928e+15,0.0,547493.64895,0.752547,0.247508,148899.84112,5.99373381292e+14,8.13921919191e+20
1.47208499908,1076197.57836,0.12854398787,2.29807324226e+16,0.0,2795345.06773,0.75923,0.240801,259150.513625,5.53399386801e+15,1.35641994631e+22
4.11535596848,8.67625708239,1.16018867493,5.03520017064,0.0,0.793184018597,0.720303,0.279731,5.39131784937,6.43542335509,19.3228263354
1.46860337257,1452586.9115,0.115871600807,5.14982784961e+16,0.0,3813432.52489,0.786347,0.213679,310389.058982,1.10044759346e+16,3.7706946419e+22
4.06044101715,8.67102466633,1.06939053535,5.15815943484,0.0,0.803744300329,0.711486,0.288436,5.38998015438,6.6114126406,20.3574384838
1.44960975647,495388.778571,0.106112122536,1.18504818513e+15,0.0,335764.864633,0.752485,0.247524,122621.537094,2.93373179375e+14,3.28040049973e+20
1.448361516,471811.07316,0.109514683485,9.96163826706e+14,0.0,299559.303115,0.744981,0.255036,120330.068969,2.54100313578e+14,2.67899480234e+20
4.12910890579,8.7188474388,1.2040579319,4.64876032545,0.0,0.756997701402,0.724305,0.275747,5.39493142565,6.36111532204,18.3370320366
4.16322755814,8.71459468573,1.21050107479,4.31184542223,0.0,0.728363355339,0.712131,0.287962,5.47423322354,6.35122921313,17.0823705702
4.11118745804,8.58589848841,1.16235017776,4.74722039008,0.0,0.777640773668,0.710844,0.289154,5.4050573861,6.31453469435,17.8825620477
1.45609760284,375771.199582,0.109126031399,8.14722157928e+14,0.0,438499.971596,0.754572,0.245533,92265.4087234,2.00067507412e+14,1.70143644989e+20
4.08454704285,8.60677881749,1.2609603405,4.83887278098,0.0,0.783443416461,0.723578,0.276524,5.33546440435,6.34193117502,18.188456407
4.0754199028,8.55879126873,1.2033213377,4.92159592372,0.0,0.795024853838,0.711256,0.288765,5.37014929759,6.40535627852,18.3183555122
4.12396430969,8.55005672777,1.21350562572,4.16394653686,0.0,0.72958060375,0.70381,0.296234,5.43530051473,6.17182226772,15.7469852001
1.46084201336,163533.460791,0.103528633714,2.67947890094e+13,0.0,31809.2962739,0.740659,0.259346,42412.768907,6.95424808616e+12,2.52544778745e+18
4.09215402603,8.5899926921,1.25060093403,4.23843716538,0.0,0.732770759543,0.708494,0.291567,5.40382669302,6.30067356392,16.3711575947
4.11019229889,8.62126800459,1.1498323679,5.53687859857,0.0,0.83914118891,0.701856,0.298245,5.45601613709,6.71766044475,20.419873516
4.13503026962,8.72179946636,1.24721813202,4.75477875907,0.0,0.765659957448,0.734108,0.265936,5.35499710638,6.28712022508,18.4404628485
1.4404579401,238062.632015,0.0958488732576,7.3767600142e+13,0.0,47067.877137,0.742882,0.257211,61233.4189529,1.89846727267e+13,1.00666417407e+19
1.46257019043,446693.864794,0.101353831589,1.18119164987e+15,0.0,455691.183506,0.757976,0.242028,108113.66352,2.85918406959e+14,2.90390190645e+20
1.47859883308,730709.98808,0.1023440063,8.58818667703e+15,0.0,2040319.01353,0.773147,0.226919,165812.923593,1.94891405757e+15,3.3026861321e+21
4.0662856102,8.60490296633,1.10528314114,4.62069311773,0.0,0.76501530688,0.719763,0.280217,5.33799634777,6.2450322848,18.1590921474
4.10543107986,8.57477129111,1.18632113934,4.67057059424,0.0,0.772117583546,0.718464,0.281616,5.36439280352,6.20886888931,17.5505985166
4.25288152695,8.88671575295,1.23703932762,4.98133827431,0.0,0.769288936327,0.745157,0.254948,5.43471185031,6.27058729885,19.337171409
4.14851236343,9.15009317368,1.1440448761,5.22090574277,0.0,0.764721716642,0.736784,0.263319,5.46595081095,7.07047740411,23.5467976869
4.18316984177,9.04540215059,1.17479991913,5.98492890986,0.0,0.831160915261,0.748834,0.251191,5.40462164778,6.82991080968,24.1630482675
4.13422727585,8.98400356215,1.23680484295,5.03945900802,0.0,0.765225172938,0.736136,0.263967,5.41483534312,6.81060882764,21.4038091209
4.12969255447,8.70964554731,1.18348133564,5.08108173959,0.0,0.793759203047,0.724372,0.27569,5.3925953852,6.446769964,19.5132322515
4.21313619614,8.67680385141,1.19361579418,3.95739278113,0.0,0.699857461822,0.738787,0.26127,5.37959763842,5.76140668086,15.5172977537
4.15966129303,8.8036104589,1.44213068485,4.42138311295,0.0,0.730164041257,0.729653,0.270441,5.4159662896,6.5032081558,17.4508371875
4.09596300125,8.78199768697,1.27257144451,4.68024156294,0.0,0.753979358963,0.723392,0.276608,5.3921628197,6.60906143931,18.9934254068
1.41594791412,159312.22651,0.096032962203,1.69111829237e+13,0.0,17276.8532375,0.72312,0.276951,44122.7209767,4.68865323655e+12,1.61885579406e+18
4.11931276321,8.61083022583,1.15166640282,5.38202131931,0.0,0.827812131461,0.724134,0.275863,5.3583482832,6.3486211414,19.729506988
4.13885259628,8.71922515967,1.3029705286,4.86829432627,0.0,0.775361653018,0.732584,0.267425,5.36379639746,6.36658234964,18.56131206
4.12139892578,8.70611815321,1.15110838413,4.9038800742,0.0,0.779530381046,0.738276,0.261774,5.32176308472,6.19562699965,19.0477777572
4.16216564178,8.99816200778,1.21135866642,4.57391330662,0.0,0.726462660614,0.717207,0.282756,5.52941861721,6.90499936992,20.0683422717
4.13108110428,8.8705244048,1.23595225811,4.41247711137,0.0,0.72369606911,0.721773,0.278272,5.45012466652,6.63128837188,18.7495581448
1.43279886246,313252.287566,0.10826331377,5.25714277263e+14,0.0,392360.270391,0.722416,0.277683,86985.7828402,1.46001453694e+14,9.90950966755e+19
4.10507822037,8.733460122,1.07981312275,4.4833062757,0.0,0.741585160045,0.714059,0.285947,5.42857207349,6.4269990645,18.5274834714
4.16195678711,8.61397354582,1.04903483391,4.62104595167,0.0,0.764207322995,0.706805,0.293177,5.46711468445,6.20350214641,17.6755622419
4.19297027588,8.8422594604,1.43250000477,4.87948552393,0.0,0.765044964828,0.747735,0.252307,5.36619802353,6.38011974256,18.6511310921
4.17843484879,8.90030401043,1.28820252419,4.81821997332,0.0,0.754878172135,0.74301,0.257046,5.39240984937,6.45369035554,19.5081108238
4.20728063583,8.81953847222,1.23297965527,4.99419790158,0.0,0.77643470699,0.72784,0.272104,5.46206089641,6.46965581232,19.3815389079
4.15970277786,8.60830071425,1.26770615578,5.18714976745,0.0,0.812241631703,0.739146,0.260845,5.32005733566,6.1056587684,18.4167828408
4.21345806122,8.86183638259,1.22778117657,4.32821364839,0.0,0.717229304392,0.740119,0.259843,5.42114430203,6.18894098251,17.7831617466
1.44403553009,302539.601106,0.123390205204,2.88518284036e+14,0.0,177144.002916,0.752761,0.247297,74818.1337535,7.13666589051e+13,4.87461263867e+19
4.14032077789,8.69611380847,1.28239059448,5.56805707486,0.0,0.834023280695,0.728214,0.271784,5.37849997761,6.55498030642,20.3615389588
4.19547939301,8.31647697597,1.17032682896,4.49503188908,0.0,0.781369075721,0.715774,0.284274,5.36717158746,5.57089850882,14.7250964495
4.13802146912,8.89871845564,1.23955118656,4.94898226803,0.0,0.765607520769,0.737093,0.263022,5.39066770397,6.60880886014,20.3733686462
4.03891515732,8.71072789815,1.03390443325,4.81011077482,0.0,0.771304576053,0.707691,0.292348,5.40486420401,6.65332036265,19.9320860137
1.4535574913,287821.706502,0.0853505879641,2.40486372239e+14,0.0,156571.839169,0.746485,0.253654,73008.1873716,6.10159930931e+13,3.93132973454e+19
4.17235469818,8.75628234847,1.18848705292,4.68531055546,0.0,0.756707611548,0.72444,0.275598,5.43583645944,6.34730700776,18.4359417541
4.05961608887,8.57996341165,1.14532184601,5.33830116875,0.0,0.827389898504,0.717579,0.282431,5.33633846369,6.47070782327,19.9020955502
4.03853273392,8.5531332228,1.09029877186,4.82517860998,0.0,0.787403903676,0.70287,0.297177,5.38035480703,6.45731109742,18.5911425161
4.13433170319,8.75658755996,1.1760789156,3.88066063707,0.0,0.686285178948,0.723641,0.276378,5.41190313337,6.19652831689,16.5218321939
4.17670583725,8.6722580153,1.11312103271,5.48019730417,0.0,0.829487206941,0.722912,0.277128,5.42271676626,6.37209792559,20.1381321564
1.45947992802,392703.635879,0.10456943512,2.51703735257e+14,0.0,66059.7998943,0.765905,0.234194,91969.986505,5.89751848417e+13,5.31882877746e+19
4.16227912903,8.8736841952,1.32672429085,4.60958088831,0.0,0.740015695764,0.7368,0.263264,5.40289110536,6.49647936165,18.7927883836
4.1429066658,8.63599117896,1.32408630848,4.61301292212,0.0,0.761490469397,0.715331,0.284734,5.42251126114,6.37220882156,17.1931872035
4.15519285202,8.8505370163,1.21355319023,5.45157966393,0.0,0.809790639742,0.731866,0.268222,5.41495681757,6.67775462757,21.3449443261
4.19363212585,8.85961221865,1.42007637024,4.9859574953,0.0,0.772112301712,0.742691,0.257356,5.39464588465,6.49893683768,19.1564891759
4.15000486374,8.64682131817,1.32769560814,4.87475094962,0.0,0.782669437869,0.719631,0.280467,5.41161717017,6.40358438128,17.9247743215
4.1826133728,8.69017242215,1.27214717865,4.96617305269,0.0,0.786177760964,0.729821,0.270165,5.40033771446,6.27633684561,18.3640197516
1.46657240391,860552.52526,0.102649703622,1.57048821963e+16,0.0,3088739.67424,0.725494,0.274615,236321.840779,4.31294639627e+15,8.07660139765e+21
4.16936588287,8.75827341996,1.20656239986,4.28675058782,0.0,0.722407991836,0.701457,0.298595,5.53981034298,6.53677524025,17.2442663593
4.11859369278,8.63464043238,1.18234562874,5.20191246608,0.0,0.810855061874,0.71054,0.289553,5.42660762602,6.54191688696,19.4038469221
4.15562486649,8.97304656054,1.23272621632,4.85575981933,0.0,0.75154304954,0.719597,0.28047,5.50704352312,6.93251723195,20.6774394762
4.10394620895,8.51908041757,1.14078438282,4.54792909358,0.0,0.766679208247,0.72573,0.274342,5.31549541679,5.95640838176,16.9216671811
1.45682513714,475044.448452,0.105293400586,9.27910033889e+14,0.0,263859.545534,0.755926,0.244049,115935.031663,2.26496772953e+14,2.43976644393e+20
4.13609838486,8.58995891594,1.12208509445,4.42422235151,0.0,0.749278034483,0.722492,0.277532,5.3722880111,6.01605157952,16.9348126693
1.46018052101,324946.485172,0.113661751151,1.82816985888e+14,0.0,72167.4142805,0.77424,0.225831,73384.1499241,4.1304220153e+13,3.11611154047e+19
4.08142757416,8.40443761237,1.04584956169,4.89742161716,0.0,0.808200896932,0.713818,0.286203,5.31877056166,5.96610742422,17.4915581943
1.46268165112,864045.462318,0.0997802317142,1.70526509876e+16,0.0,3452511.32025,0.739945,0.26014,224773.767401,4.43621832018e+15,8.50763039222e+21
4.07825994492,8.53511409845,1.13230359554,4.36052596657,0.0,0.748619854264,0.697417,0.302572,5.42673386167,6.30069100547,16.7123704555
