mean1,mean2,mean3,var1,var2,var3,sk1,sk2,sk3,w1,w2,w3,mm_mean,mm_var,mm_skew
3.96237742897,6.8999746345,10.4920327067,1.03116192638,3.57491450115,9.12068081914,0.0,0.0,0.0,0.607544402971,0.296803338908,0.0956522581208,5.45884236,6.96005508266,25.9964611548
4.13298509465,7.64904344985,11.0161029888,1.12320269302,2.06762781432,4.56860477143,0.0,0.0,0.0,0.676078814784,0.24350375199,0.0804174332259,5.54268117,6.4633185826,19.5708720767
3.9170231338,7.06680958541,9.39059020883,0.958454209781,3.64928702886,8.79176232911,0.0,0.0,0.0,0.599086673153,0.296558467105,0.104354859742,5.4223123,6.376659163,19.4649886865
4.08680614222,7.77733738161,11.7350494774,1.1311500542,2.376252602,4.41992709015,0.0,0.0,0.0,0.679320932305,0.252652178897,0.0680268887978,5.5395131,6.97949908222,23.1967084101
4.04733979852,7.38800799679,10.1508802889,0.902146096399,3.94322126931,11.2165429491,0.0,0.0,0.0,0.591779871073,0.360103464518,0.048116664408,5.544008,6.06480421934,17.8956531445
4.00326054343,7.21325155782,8.94375946977,0.981646662998,3.33279838571,9.63657593098,0.0,0.0,0.0,0.602047520529,0.233276160258,0.164676319214,5.5656581,6.93748432371,22.2503217698
4.06535660997,7.24056105922,8.79981705656,0.993891205806,2.73102517268,10.2729389307,0.0,0.0,0.0,0.630176374017,0.225156189873,0.14466743611,5.4651958,6.28058871401,20.4077140079
4.02506936992,7.50448352586,11.9756235953,1.06365313296,2.63557754791,4.08904688998,0.0,0.0,0.0,0.661689991846,0.272717259088,0.0655927490659,5.49546437,6.97653343684,24.3983659817
3.98810265021,6.76240143324,9.97071571194,1.07356204014,2.9079365774,5.62924535116,0.0,0.0,0.0,0.599571026656,0.253197955646,0.147231017698,5.57137564,6.92044608686,21.096208811
4.1041353086,7.74455507737,9.82118675178,1.16044612149,3.78777758216,9.96017826536,0.0,0.0,0.0,0.653474772384,0.264303038429,0.0822221891873,5.5363778,6.71719548165,21.2948550627
4.0125112317,6.891541001,9.0949856474,0.877605016968,2.56799183035,7.09061041118,0.0,0.0,0.0,0.618938322599,0.222432480297,0.158629197104,5.4591298,6.08779925877,18.7702016462
4.10583340317,7.82508166608,10.8928188566,1.14436274116,1.8474754857,5.94268982689,0.0,0.0,0.0,0.70472530493,0.200152850535,0.095121844535,5.49584212,6.95968397423,23.9631251063
3.94424724902,7.26538920747,8.70509254092,1.01551829747,4.11290843177,8.72052803474,0.0,0.0,0.0,0.604504002228,0.225045209277,0.170450788494,5.50314417,6.9413590754,20.8377830543
3.99439883554,7.4752313476,10.5449027829,0.893561817658,2.90588041468,8.56064931653,0.0,0.0,0.0,0.655852651297,0.249528898397,0.0946184503065,5.48276567,6.98923908124,26.1035033301
3.92618826704,6.84919151002,8.74616872771,1.03032223139,5.19897273472,9.20131607434,0.0,0.0,0.0,0.596634782731,0.254545314666,0.148819902603,5.38753407,6.80414503282,21.476552047
4.05073081204,7.52815973145,11.8215392766,1.09324118415,3.33420517276,5.04974660263,0.0,0.0,0.0,0.668701461067,0.27014687392,0.0611516650127,5.46534524,6.89886947715,24.541905418
3.85107093354,6.26096120573,10.1450861067,0.746290491199,3.10364688122,9.11426913809,0.0,0.0,0.0,0.536799000411,0.333433858642,0.129767140947,5.4713663,7.06996225319,28.2160888838
4.04511883432,7.28983647151,10.0154120471,1.13607330215,2.93617987075,6.82831388623,0.0,0.0,0.0,0.64579743911,0.228388203622,0.125814357268,5.53732267,6.92578210157,22.1643791392
4.04661259383,6.79148965525,9.46391850678,1.12689764168,1.26385127197,5.27275922865,0.0,0.0,0.0,0.670340722995,0.134841230366,0.194818046639,5.47212415,6.65427596387,20.5051229494
4.00056963974,7.34834190299,10.4763288905,1.03543710994,2.26290584688,5.15207308644,0.0,0.0,0.0,0.668792762479,0.217903899459,0.113303338062,5.46378741,6.82193224416,22.1592062716
4.06866517149,7.22585845337,10.6992686952,1.04584226674,2.38479335446,8.44886026597,0.0,0.0,0.0,0.657828213448,0.241251613478,0.100920173074,5.4995048,6.9103884014,26.8298939523
4.00373904316,7.3155972828,9.33930376705,1.02916451262,1.63084975571,6.90857990942,0.0,0.0,0.0,0.654363129523,0.210520119327,0.13511675115,5.42187600601,6.09473392843,17.7420618523
4.11807814003,7.30457230442,11.8673707584,1.17872428293,3.39732497671,6.12171423902,0.0,0.0,0.0,0.652325432425,0.284852505155,0.0628220624201,5.51258553,6.84145727669,25.3095229116
3.92472573715,7.01864998016,9.82301248891,0.901659832442,3.0287503055,7.5801537374,0.0,0.0,0.0,0.617515163777,0.2739978077,0.108487028523,5.4123418,6.39305457217,20.8070053261
4.16411023531,8.29469627978,11.7246747686,1.20236720865,1.78912980967,6.36676988523,0.0,0.0,0.0,0.7230426198,0.20838103901,0.0685763411898,5.5433219,7.25188191049,26.2165814224
4.12286511443,7.97414126125,11.6133704196,1.25973941179,2.02640070726,7.05049366592,0.0,0.0,0.0,0.692212527282,0.23180524638,0.0759822263377,5.5847564,7.4417208892,26.8791585089
3.96763404012,7.08113411821,10.1307583174,0.946236320397,3.69654341105,9.38667128647,0.0,0.0,0.0,0.599346288017,0.301987884106,0.0986658278769,5.5159631,6.88742325885,24.0591970723
4.06842504232,7.19967341815,10.6122266586,1.13319063712,3.62891062048,9.11326385756,0.0,0.0,0.0,0.650962267585,0.247440951201,0.101596781214,5.5080533,7.26555281649,28.3141248889
3.98498207241,7.55559950393,10.6098936634,0.958715775971,3.75841312016,11.7505050897,0.0,0.0,0.0,0.632996598907,0.297078159753,0.0699252413395,5.50898307,7.07900598588,26.2411876003
